template,POS,defn
twirl,verb,cause to spin
twist,verb-transitive,To wind together two or more threads for example so as to produce a single strand
twist,verb-transitive,To form in this manner  twist a length of rope from strands of hemp 
twist,verb-transitive,To wind or coil vines or rope for example about something
twist,verb-transitive,To interlock or interlace  twist flowers in ones hair 
twist,verb-transitive,To make ones way in a tortuous manner  twisted my way through the briar patch 
twist,verb-transitive,To turn so as to face another direction  twisted their heads around at the sound of the doorbell 
twist,verb-transitive,To impart a spiral or coiling shape to as by turning the ends in opposite directions  twisting wire into a loop 
twist,verb-transitive,To turn or open by turning  twisted off the bottle cap 
twist,verb-transitive,To pull break or snap by turning  twist off a dead branch 
twist,verb-transitive,To wrench or sprain  twist ones wrist 
twist,verb-transitive,To alter the normal aspect of contort  twist ones mouth into a wry smile 
twist,verb-transitive,To alter or distort the intended meaning of  The crossexaminer twisted the words of the witness  See Synonyms at distort
twist,verb-transitive,To alter or distort the mental moral or emotional character of  The trauma twisted the childs outlook 
twist,verb-intransitive,To be or become twisted
twist,verb-intransitive,To move or progress in a winding course meander  The river twisted toward the sea 
twist,verb-intransitive,To squirm writhe  twist with pain 
twist,verb-intransitive,To rotate or revolve
twist,verb-intransitive,To dance the twist
twist,verb-intransitive,To move so as to face in another direction
twist,verb,To turn the ends of something usually thread rope etc in opposite directions often using force
twist,verb,To join together by twining one part around another
twist,verb,To turn a knob etc
twist,verb,To distort or change the truth or meaning of words when repeating
twist,verb,To form a twist in any of the above noun meanings
twist,verb,To injure a body part by bending it in the wrong direction
twist,verb,To wind to follow a bendy or wavy course to have many bends
twist,verb,To cause to rotate
twist,verb,To dance the twist a type of dance characterised by twisting ones hips
twist,verb,to coax
twist,verb,in the game of blackjack pontoon or twentyone to be dealt another card
twist,verb-intransitive,To be contorted to writhe to be distorted by torsion to be united by winding round each other to be or become twisted
twist,verb-intransitive,To follow a helical or spiral course to be in the form of a helix
twist,verb-transitive,To contort to writhe to complicate to crook spirally to convolve
twist,verb-transitive,To distort as a solid body by turning one part relatively to another about an axis passing through both to subject to torsion
twist,verb-transitive,To wreathe to wind to encircle to unite by intertexture of parts
twist,verb-transitive,To wind into to insinuate  used reflexively
twist,verb-transitive,To unite by winding one thread strand or other flexible substance round another to form by convolution or winding separate things round each other
twist,verb-transitive,To form into a thread from many fine filaments
twist,verb,turn in the opposite direction
twist,verb,practice sophistry change the meaning of or be vague about in order to mislead or deceive
twist,verb,extend in curves and turns
twist,verb,twist suddenly so as to sprain
twist,verb,do the twist
twist,verb,cause a plastic object to assume a crooked or angular form
twist,verb,form into a spiral shape
twist,verb,form into twists
twist,verb,to move in a twisting or contorted motion especially when struggling
twist,verb,twist or pull violently or suddenly especially so as to remove something from that to which it is attached or from where it originates
type,verb-transitive,To write something with a typewriter typewrite
type,verb-transitive,To determine the antigenic characteristics of a blood or tissue sample
type,verb-transitive,To represent or typify
type,verb-transitive,To prefigure
type,verb-intransitive,To write with a typewriter typewrite
type,verb,To put text on paper using a typewriter
type,verb,To enter text or commands into a computer using a keyboard
type,verb,To determine the blood type of
type,verb,To represent by a type model or symbol beforehand to prefigure
type,verb,To furnish an expression or copy of to represent to typify
type,verb-transitive,To represent by a type model or symbol beforehand to prefigure
type,verb-transitive,To furnish an expression or copy of to represent to typify
type,verb,write by means of a keyboard with types
type,verb,identify as belonging to a certain type
unbolt,verb-transitive,To release the bolts of a door for example unlock
unbolt,verb,To undo a bolt to unlock
unbolt,verb-intransitive,To explain or unfold a matter to make a revelation
unbolt,verb-transitive,To remove a bolt from to unfasten to unbar to open
unbolt,verb,undo the bolt of
unbuckle,verb-transitive,To loosen or undo the buckle or buckles of
unbuckle,verb-intransitive,To undo buckles
unbuckle,verb,To unfasten the buckle of a belt shoe etc
unbuckle,verb-transitive,To loose the buckles of to unfasten
unbuckle,verb,undo the buckle of
uncap,verb-transitive,To remove the cap or covering of
uncap,verb-intransitive,To remove ones head covering as a sign of deference
uncap,verb,To remove a cap or cover from
uncap,verb-transitive,To remove a cap or cover from
uncoil,verb-transitive,To unwind or untwist or to become unwound or untwisted
uncoil,verb,to unwind or untwist
uncoil,verb,To unwind or untwist oneself
uncoil,verb-transitive,To unwind or open as a coil of rope
uncoil,verb,unwind or untwist
uncurl,verb-transitive,To unwind from or as if from a curl coil spiral or curled position  uncurled my fists 
uncurl,verb-intransitive,To become unwound from a curl  fern fronds uncurling in the spring air 
uncurl,verb,To straighten out from being curled up
uncurl,verb-intransitive,To become uncurled or straight
uncurl,verb-transitive,To loose from curls or ringlets to straighten out as anything curled or curly
uncurl,verb,move out of a curled position
undress,verb-transitive,To remove the clothing of disrobe
undress,verb-transitive,To remove the bandages from a wound for example
